"id","age","age_group","volunteer","weekly_social_contact","worthwhile_response","worthwhile","contribution_response","contributes","social_contacts_important_response","social_contacts_important","personal_development_important_response","personal_development_important","autonomy_response","autonomy","useful_response","useful","hopeful_response","hopeful"
136,62,"55 - 65",TRUE,FALSE,"Strongly Agree",TRUE,"Agree",TRUE,"Strongly Agree",TRUE,"Strongly Agree",TRUE,"Strongly Agree",TRUE,"Agree",TRUE,"Strongly Agree",TRUE
137,30,"25 - 35",TRUE,TRUE,"Agree",TRUE,"Agree",TRUE,"Agree",TRUE,"Undecided",FALSE,"Agree",TRUE,"Agree",TRUE,"Agree",TRUE
138,54,"45 - 55",TRUE,TRUE,"Agree",TRUE,"Agree",TRUE,"Strongly Agree",TRUE,"Agree",TRUE,"Strongly Agree",TRUE,"Strongly Agree",TRUE,"Strongly Agree",TRUE
139,25,"25 - 35",FALSE,TRUE,"Agree",TRUE,"Strongly Agree",TRUE,"Strongly Agree",TRUE,"Strongly Agree",TRUE,"Agree",TRUE,"Strongly Agree",TRUE,"Agree",TRUE
140,25,"25 - 35",FALSE,TRUE,"Undecided",FALSE,"Agree",TRUE,"Strongly Agree",TRUE,"Strongly Agree",TRUE,"Undecided",FALSE,"Strongly Agree",TRUE,"Strongly Agree",TRUE
141,26,"25 - 35",TRUE,TRUE,"Agree",TRUE,"Strongly Agree",TRUE,"Strongly Agree",TRUE,"Strongly Agree",TRUE,"Strongly Agree",TRUE,"Agree",TRUE,"Agree",TRUE
142,82,"above 75",FALSE,TRUE,"Strongly Agree",TRUE,"Agree",TRUE,"Agree",TRUE,"Agree",TRUE,"Strongly Agree",TRUE,"Agree",TRUE,"Strongly Agree",TRUE
143,24,"18 - 25",TRUE,TRUE,"Strongly Agree",TRUE,"Strongly Agree",TRUE,"Agree",TRUE,"Strongly Agree",TRUE,"Strongly Agree",TRUE,"Strongly Agree",TRUE,"Strongly Agree",TRUE
144,57,"55 - 65",TRUE,TRUE,"Agree",TRUE,"Agree",TRUE,"Undecided",FALSE,"Agree",TRUE,"Agree",TRUE,"Agree",TRUE,"Undecided",FALSE
145,66,"65 - 75",FALSE,TRUE,"Strongly Agree",TRUE,"Undecided",FALSE,"Agree",TRUE,"Agree",TRUE,"Strongly Agree",TRUE,"Disagree",FALSE,"Agree",TRUE
146,52,"45 - 55",FALSE,TRUE,"Agree",TRUE,"Agree",TRUE,"Agree",TRUE,"Strongly Agree",TRUE,"Agree",TRUE,"Undecided",FALSE,"Undecided",FALSE
147,33,"25 - 35",FALSE,TRUE,"Strongly Agree",TRUE,"Undecided",FALSE,"Strongly Agree",TRUE,"Strongly Agree",TRUE,"Undecided",FALSE,"Agree",TRUE,"Undecided",FALSE
148,68,"65 - 75",FALSE,TRUE,"Strongly Agree",TRUE,"Strongly Agree",TRUE,"Strongly Agree",TRUE,"Strongly Agree",TRUE,"Strongly Agree",TRUE,"Strongly Agree",TRUE,"Strongly Agree",TRUE
149,60,"55 - 65",FALSE,TRUE,"Agree",TRUE,"Undecided",FALSE,"Agree",TRUE,"Agree",TRUE,"Agree",TRUE,"Undecided",FALSE,"Undecided",FALSE
150,38,"35 - 45",TRUE,TRUE,"Strongly Agree",TRUE,"Strongly Agree",TRUE,"Strongly Agree",TRUE,"Strongly Agree",TRUE,"Strongly Agree",TRUE,"Strongly Agree",TRUE,"Strongly Agree",TRUE
151,27,"25 - 35",FALSE,TRUE,"Agree",TRUE,"Strongly Agree",TRUE,"Agree",TRUE,"Agree",TRUE,"Undecided",FALSE,"Agree",TRUE,"Agree",TRUE
152,63,"55 - 65",FALSE,TRUE,"Strongly Agree",TRUE,"Undecided",FALSE,"Strongly Agree",TRUE,"Undecided",FALSE,"Undecided",FALSE,"Strongly Agree",TRUE,"Strongly Agree",TRUE
153,30,"25 - 35",TRUE,TRUE,"Agree",TRUE,"Agree",TRUE,"Agree",TRUE,"Agree",TRUE,"Strongly Agree",TRUE,"Agree",TRUE,"Agree",TRUE
154,20,"18 - 25",TRUE,TRUE,"Strongly Agree",TRUE,"Agree",TRUE,"Agree",TRUE,"Strongly Agree",TRUE,"Strongly Agree",TRUE,"Agree",TRUE,"Strongly Agree",TRUE
155,37,"35 - 45",TRUE,TRUE,"Agree",TRUE,"Agree",TRUE,"Agree",TRUE,"Strongly Agree",TRUE,"Agree",TRUE,"Agree",TRUE,"Agree",TRUE
156,39,"35 - 45",FALSE,TRUE,"Agree",TRUE,"Agree",TRUE,"Undecided",FALSE,"Undecided",FALSE,"Strongly Disagree",FALSE,"Undecided",FALSE,"Disagree",FALSE
157,39,"35 - 45",TRUE,TRUE,"Strongly Agree",TRUE,"Disagree",FALSE,"Undecided",FALSE,"Agree",TRUE,"Undecided",FALSE,"Disagree",FALSE,"Undecided",FALSE
158,70,"65 - 75",FALSE,TRUE,"Agree",TRUE,"Agree",TRUE,"Agree",TRUE,"Agree",TRUE,"Agree",TRUE,"Agree",TRUE,"Agree",TRUE
159,90,"above 75",TRUE,TRUE,"Agree",TRUE,"Disagree",FALSE,"Disagree",FALSE,"Strongly Agree",TRUE,"Strongly Disagree",FALSE,"Disagree",FALSE,"Disagree",FALSE
160,51,"45 - 55",FALSE,TRUE,"Strongly Agree",TRUE,"Undecided",FALSE,"Strongly Agree",TRUE,"Strongly Agree",TRUE,"Agree",TRUE,"Undecided",FALSE,"Disagree",FALSE
161,37,"35 - 45",FALSE,TRUE,"Strongly Agree",TRUE,"Agree",TRUE,"Agree",TRUE,"Strongly Agree",TRUE,"Agree",TRUE,"Agree",TRUE,"Undecided",FALSE
162,34,"25 - 35",FALSE,TRUE,"Strongly Agree",TRUE,"Agree",TRUE,"Agree",TRUE,"Strongly Agree",TRUE,"Strongly Agree",TRUE,"Strongly Agree",TRUE,"Strongly Agree",TRUE
163,64,"55 - 65",FALSE,TRUE,"Strongly Agree",TRUE,"Agree",TRUE,"Disagree",FALSE,"Strongly Agree",TRUE,"Agree",TRUE,"Strongly Agree",TRUE,"Agree",TRUE
164,44,"35 - 45",TRUE,TRUE,"Agree",TRUE,"Agree",TRUE,"Agree",TRUE,"Agree",TRUE,"Strongly Agree",TRUE,"Agree",TRUE,"Agree",TRUE
165,73,"65 - 75",FALSE,TRUE,"Strongly Agree",TRUE,"Agree",TRUE,"Strongly Agree",TRUE,"Agree",TRUE,"Undecided",FALSE,"Strongly Agree",TRUE,"Strongly Agree",TRUE
166,60,"55 - 65",TRUE,TRUE,"Agree",TRUE,"Undecided",FALSE,"Strongly Agree",TRUE,"Agree",TRUE,"Agree",TRUE,"Agree",TRUE,"Undecided",FALSE
167,28,"25 - 35",FALSE,TRUE,"Strongly Agree",TRUE,"Strongly Agree",TRUE,"Strongly Agree",TRUE,"Strongly Agree",TRUE,"Strongly Agree",TRUE,"Agree",TRUE,"Strongly Agree",TRUE
168,50,"45 - 55",FALSE,TRUE,"Strongly Agree",TRUE,"Agree",TRUE,"Agree",TRUE,"Agree",TRUE,"Strongly Agree",TRUE,"Agree",TRUE,"Agree",TRUE
169,55,"55 - 65",FALSE,TRUE,"Strongly Agree",TRUE,"Strongly Agree",TRUE,"Strongly Agree",TRUE,"Strongly Agree",TRUE,"Strongly Agree",TRUE,"Strongly Agree",TRUE,"Strongly Agree",TRUE
170,58,"55 - 65",FALSE,TRUE,"Agree",TRUE,"Agree",TRUE,"Agree",TRUE,"Undecided",FALSE,"Agree",TRUE,"Agree",TRUE,"Agree",TRUE
171,30,"25 - 35",FALSE,TRUE,"Strongly Agree",TRUE,"Strongly Agree",TRUE,"Strongly Agree",TRUE,"Strongly Agree",TRUE,"Strongly Agree",TRUE,"Strongly Agree",TRUE,"Strongly Agree",TRUE
172,32,"25 - 35",FALSE,TRUE,"Agree",TRUE,"Undecided",FALSE,"Strongly Disagree",FALSE,"Agree",TRUE,"Agree",TRUE,"Agree",TRUE,"Agree",TRUE
173,83,"above 75",FALSE,TRUE,"Strongly Agree",TRUE,"Undecided",FALSE,"Agree",TRUE,"Agree",TRUE,"Agree",TRUE,"Strongly Agree",TRUE,"Agree",TRUE
174,33,"25 - 35",FALSE,TRUE,"Strongly Agree",TRUE,"Agree",TRUE,"Strongly Agree",TRUE,"Agree",TRUE,"Agree",TRUE,"Agree",TRUE,"Agree",TRUE
175,22,"18 - 25",FALSE,TRUE,"Strongly Agree",TRUE,"Strongly Agree",TRUE,"Strongly Agree",TRUE,"Agree",TRUE,"Agree",TRUE,"Strongly Agree",TRUE,"Agree",TRUE
176,67,"65 - 75",FALSE,TRUE,"Strongly Agree",TRUE,"Agree",TRUE,"Strongly Agree",TRUE,"Agree",TRUE,"Agree",TRUE,"Agree",TRUE,"Agree",TRUE
177,64,"55 - 65",TRUE,TRUE,"Agree",TRUE,"Agree",TRUE,"Agree",TRUE,"Strongly Agree",TRUE,"Agree",TRUE,"Agree",TRUE,"Agree",TRUE
178,20,"18 - 25",FALSE,TRUE,"Strongly Agree",TRUE,"Agree",TRUE,"Strongly Agree",TRUE,"Strongly Agree",TRUE,"Agree",TRUE,"Strongly Agree",TRUE,"Strongly Agree",TRUE
179,58,"55 - 65",FALSE,TRUE,"Undecided",FALSE,"Agree",TRUE,"Agree",TRUE,"Undecided",FALSE,"Agree",TRUE,"Undecided",FALSE,"Agree",TRUE
180,61,"55 - 65",TRUE,TRUE,"Strongly Agree",TRUE,"Agree",TRUE,"Agree",TRUE,"Agree",TRUE,"Agree",TRUE,"Agree",TRUE,"Agree",TRUE
181,28,"25 - 35",FALSE,TRUE,"Agree",TRUE,"Undecided",FALSE,"Strongly Agree",TRUE,"Agree",TRUE,"Strongly Agree",TRUE,"Undecided",FALSE,"Agree",TRUE
182,27,"25 - 35",FALSE,TRUE,"Agree",TRUE,"Undecided",FALSE,"Undecided",FALSE,"Undecided",FALSE,"Disagree",FALSE,"Disagree",FALSE,"Disagree",FALSE
183,78,"above 75",TRUE,TRUE,"Undecided",FALSE,"Disagree",FALSE,"Undecided",FALSE,"Disagree",FALSE,"Undecided",FALSE,"Undecided",FALSE,"Undecided",FALSE
184,42,"35 - 45",FALSE,TRUE,"Agree",TRUE,"Undecided",FALSE,"Agree",TRUE,"Undecided",FALSE,"Undecided",FALSE,"Agree",TRUE,"Undecided",FALSE
185,54,"45 - 55",TRUE,TRUE,"Undecided",FALSE,"Agree",TRUE,"Agree",TRUE,"Undecided",FALSE,"Agree",TRUE,"Agree",TRUE,"Strongly Disagree",FALSE
186,46,"45 - 55",FALSE,TRUE,"Strongly Agree",TRUE,"Strongly Agree",TRUE,"Strongly Agree",TRUE,"Strongly Agree",TRUE,"Strongly Agree",TRUE,"Strongly Agree",TRUE,"Strongly Agree",TRUE
187,44,"35 - 45",TRUE,TRUE,"Agree",TRUE,"Agree",TRUE,"Undecided",FALSE,"Strongly Agree",TRUE,"Strongly Agree",TRUE,"Strongly Agree",TRUE,"Strongly Agree",TRUE
188,44,"35 - 45",TRUE,TRUE,"Agree",TRUE,"Agree",TRUE,"Agree",TRUE,"Agree",TRUE,"Undecided",FALSE,"Agree",TRUE,"Disagree",FALSE
189,46,"45 - 55",FALSE,TRUE,"Agree",TRUE,"Agree",TRUE,"Agree",TRUE,"Strongly Agree",TRUE,"Agree",TRUE,"Agree",TRUE,"Strongly Agree",TRUE
190,39,"35 - 45",FALSE,TRUE,"Agree",TRUE,"Undecided",FALSE,"Agree",TRUE,"Undecided",FALSE,"Strongly Agree",TRUE,"Strongly Agree",TRUE,"Agree",TRUE
191,21,"18 - 25",FALSE,TRUE,"Strongly Agree",TRUE,"Undecided",FALSE,"Agree",TRUE,"Agree",TRUE,"Agree",TRUE,"Agree",TRUE,"Strongly Agree",TRUE
192,70,"65 - 75",TRUE,TRUE,"Agree",TRUE,"Undecided",FALSE,"Agree",TRUE,"Strongly Agree",TRUE,"Agree",TRUE,"Agree",TRUE,"Strongly Agree",TRUE
193,62,"55 - 65",TRUE,TRUE,"Strongly Agree",TRUE,"Agree",TRUE,"Strongly Agree",TRUE,"Strongly Agree",TRUE,"Agree",TRUE,"Strongly Agree",TRUE,"Agree",TRUE
194,72,"65 - 75",TRUE,TRUE,"Strongly Agree",TRUE,"Agree",TRUE,"Agree",TRUE,"Agree",TRUE,"Strongly Agree",TRUE,"Agree",TRUE,"Agree",TRUE
195,39,"35 - 45",TRUE,FALSE,"Strongly Agree",TRUE,"Strongly Agree",TRUE,"Strongly Agree",TRUE,"Agree",TRUE,"Strongly Agree",TRUE,"Strongly Agree",TRUE,"Strongly Agree",TRUE
196,18,"18 - 25",FALSE,TRUE,"Agree",TRUE,"Undecided",FALSE,"Strongly Agree",TRUE,"Agree",TRUE,"Agree",TRUE,"Strongly Agree",TRUE,"Agree",TRUE
197,90,"above 75",FALSE,TRUE,"Undecided",FALSE,"Disagree",FALSE,"Agree",TRUE,"Agree",TRUE,"Agree",TRUE,"Agree",TRUE,"Undecided",FALSE
198,31,"25 - 35",FALSE,FALSE,"Strongly Agree",TRUE,"Strongly Agree",TRUE,"Agree",TRUE,"Agree",TRUE,"Agree",TRUE,"Strongly Agree",TRUE,"Strongly Agree",TRUE
199,67,"65 - 75",FALSE,TRUE,"Strongly Agree",TRUE,"Strongly Agree",TRUE,"Strongly Agree",TRUE,"Strongly Agree",TRUE,"Agree",TRUE,"Strongly Agree",TRUE,"Agree",TRUE
200,35,"35 - 45",FALSE,TRUE,"Undecided",FALSE,"Undecided",FALSE,"Strongly Agree",TRUE,"Disagree",FALSE,"Undecided",FALSE,"Undecided",FALSE,"Disagree",FALSE
201,58,"55 - 65",FALSE,TRUE,"Agree",TRUE,"Agree",TRUE,"Agree",TRUE,"Agree",TRUE,"Agree",TRUE,"Agree",TRUE,"Strongly Agree",TRUE
202,64,"55 - 65",TRUE,TRUE,"Agree",TRUE,"Agree",TRUE,"Undecided",FALSE,"Strongly Agree",TRUE,"Strongly Agree",TRUE,"Agree",TRUE,"Agree",TRUE
203,20,"18 - 25",TRUE,TRUE,"Undecided",FALSE,"Disagree",FALSE,"Agree",TRUE,"Disagree",FALSE,"Strongly Disagree",FALSE,"Undecided",FALSE,"Undecided",FALSE
204,63,"55 - 65",FALSE,TRUE,"Strongly Agree",TRUE,"Strongly Agree",TRUE,"Strongly Agree",TRUE,"Strongly Agree",TRUE,"Strongly Agree",TRUE,"Strongly Agree",TRUE,"Strongly Agree",TRUE
205,79,"above 75",TRUE,TRUE,"Agree",TRUE,"Agree",TRUE,"Agree",TRUE,"Agree",TRUE,"Undecided",FALSE,"Agree",TRUE,"Agree",TRUE
206,45,"45 - 55",TRUE,TRUE,"Strongly Agree",TRUE,"Agree",TRUE,"Strongly Agree",TRUE,"Agree",TRUE,"Agree",TRUE,"Strongly Agree",TRUE,"Agree",TRUE
207,69,"65 - 75",FALSE,TRUE,"Strongly Agree",TRUE,"Undecided",FALSE,"Strongly Agree",TRUE,"Agree",TRUE,"Agree",TRUE,"Agree",TRUE,"Undecided",FALSE
208,82,"above 75",FALSE,TRUE,"Agree",TRUE,"Undecided",FALSE,"Strongly Agree",TRUE,"Strongly Agree",TRUE,"Strongly Agree",TRUE,"Agree",TRUE,"Undecided",FALSE
209,18,"18 - 25",TRUE,TRUE,"Strongly Agree",TRUE,"Strongly Agree",TRUE,"Strongly Agree",TRUE,"Strongly Agree",TRUE,"Strongly Agree",TRUE,"Strongly Agree",TRUE,"Strongly Agree",TRUE
210,24,"18 - 25",FALSE,TRUE,"Agree",TRUE,"Strongly Agree",TRUE,"Strongly Agree",TRUE,"Agree",TRUE,"Strongly Agree",TRUE,"Strongly Agree",TRUE,"Agree",TRUE
211,25,"25 - 35",TRUE,TRUE,"Strongly Agree",TRUE,"Strongly Agree",TRUE,"Strongly Agree",TRUE,"Strongly Agree",TRUE,"Strongly Agree",TRUE,"Agree",TRUE,"Agree",TRUE
212,84,"above 75",FALSE,TRUE,"Strongly Agree",TRUE,"Strongly Agree",TRUE,"Strongly Agree",TRUE,"Strongly Agree",TRUE,"Agree",TRUE,"Agree",TRUE,"Agree",TRUE
213,79,"above 75",TRUE,TRUE,"Strongly Agree",TRUE,"Strongly Agree",TRUE,"Strongly Agree",TRUE,"Strongly Agree",TRUE,"Strongly Agree",TRUE,"Strongly Agree",TRUE,"Strongly Agree",TRUE
214,35,"35 - 45",FALSE,TRUE,"Strongly Agree",TRUE,"Agree",TRUE,"Agree",TRUE,"Strongly Agree",TRUE,"Strongly Agree",TRUE,"Strongly Agree",TRUE,"Strongly Agree",TRUE
215,19,"18 - 25",FALSE,TRUE,"Strongly Agree",TRUE,"Agree",TRUE,"Strongly Agree",TRUE,"Agree",TRUE,"Agree",TRUE,"Strongly Agree",TRUE,"Strongly Agree",TRUE
216,59,"55 - 65",TRUE,TRUE,"Agree",TRUE,"Agree",TRUE,"Agree",TRUE,"Disagree",FALSE,"Strongly Agree",TRUE,"Agree",TRUE,"Agree",TRUE
217,40,"35 - 45",FALSE,TRUE,"Strongly Agree",TRUE,"Strongly Agree",TRUE,"Strongly Agree",TRUE,"Strongly Agree",TRUE,"Strongly Agree",TRUE,"Agree",TRUE,"Strongly Agree",TRUE
218,26,"25 - 35",FALSE,TRUE,"Undecided",FALSE,"Undecided",FALSE,"Agree",TRUE,"Undecided",FALSE,"Agree",TRUE,"Undecided",FALSE,"Agree",TRUE
219,52,"45 - 55",FALSE,TRUE,"Strongly Agree",TRUE,"Agree",TRUE,"Strongly Agree",TRUE,"Agree",TRUE,"Agree",TRUE,"Strongly Agree",TRUE,"Strongly Agree",TRUE
220,85,"above 75",FALSE,TRUE,"Agree",TRUE,"Undecided",FALSE,"Agree",TRUE,"Strongly Agree",TRUE,"Agree",TRUE,"Undecided",FALSE,"Undecided",FALSE
221,81,"above 75",TRUE,TRUE,"Agree",TRUE,"Agree",TRUE,"Undecided",FALSE,"Strongly Agree",TRUE,"Agree",TRUE,"Strongly Agree",TRUE,"Agree",TRUE
222,39,"35 - 45",FALSE,TRUE,"Strongly Agree",TRUE,"Agree",TRUE,"Agree",TRUE,"Undecided",FALSE,"Strongly Agree",TRUE,"Strongly Agree",TRUE,"Agree",TRUE
223,22,"18 - 25",TRUE,TRUE,"Strongly Agree",TRUE,"Strongly Agree",TRUE,"Strongly Agree",TRUE,"Strongly Agree",TRUE,"Strongly Agree",TRUE,"Strongly Agree",TRUE,"Strongly Agree",TRUE
224,46,"45 - 55",TRUE,TRUE,"Strongly Agree",TRUE,"Agree",TRUE,"Strongly Agree",TRUE,"Strongly Agree",TRUE,"Agree",TRUE,"Strongly Agree",TRUE,"Agree",TRUE
225,27,"25 - 35",FALSE,TRUE,"Agree",TRUE,"Undecided",FALSE,"Undecided",FALSE,"Strongly Agree",TRUE,"Disagree",FALSE,"Agree",TRUE,"Strongly Agree",TRUE
226,49,"45 - 55",TRUE,TRUE,"Agree",TRUE,"Agree",TRUE,"Agree",TRUE,"Undecided",FALSE,"Agree",TRUE,"Disagree",FALSE,"Undecided",FALSE
227,53,"45 - 55",TRUE,TRUE,"Strongly Agree",TRUE,"Agree",TRUE,"Strongly Agree",TRUE,"Strongly Agree",TRUE,"Strongly Agree",TRUE,"Agree",TRUE,"Undecided",FALSE
228,62,"55 - 65",TRUE,TRUE,"Strongly Agree",TRUE,"Strongly Agree",TRUE,"Strongly Agree",TRUE,"Strongly Agree",TRUE,"Strongly Agree",TRUE,"Strongly Agree",TRUE,"Strongly Agree",TRUE
229,59,"55 - 65",FALSE,TRUE,"Agree",TRUE,"Undecided",FALSE,"Agree",TRUE,"Agree",TRUE,"Agree",TRUE,"Agree",TRUE,"Agree",TRUE
230,72,"65 - 75",FALSE,TRUE,"Agree",TRUE,"Agree",TRUE,"Agree",TRUE,"Strongly Agree",TRUE,"Strongly Agree",TRUE,"Agree",TRUE,"Strongly Agree",TRUE
231,38,"35 - 45",FALSE,TRUE,"Strongly Agree",TRUE,"Agree",TRUE,"Strongly Agree",TRUE,"Strongly Agree",TRUE,"Strongly Agree",TRUE,"Strongly Agree",TRUE,"Agree",TRUE
232,65,"65 - 75",TRUE,TRUE,"Strongly Agree",TRUE,"Agree",TRUE,"Strongly Agree",TRUE,"Strongly Agree",TRUE,"Strongly Agree",TRUE,"Strongly Agree",TRUE,"Agree",TRUE
233,20,"18 - 25",TRUE,TRUE,"Strongly Agree",TRUE,"Undecided",FALSE,"Agree",TRUE,"Undecided",FALSE,"Undecided",FALSE,"Undecided",FALSE,"Agree",TRUE
234,58,"55 - 65",FALSE,TRUE,"Agree",TRUE,"Agree",TRUE,"Undecided",FALSE,"Strongly Agree",TRUE,"Agree",TRUE,"Strongly Agree",TRUE,"Agree",TRUE
235,70,"65 - 75",TRUE,TRUE,"Strongly Agree",TRUE,"Strongly Agree",TRUE,"Strongly Agree",TRUE,"Agree",TRUE,"Strongly Agree",TRUE,"Strongly Agree",TRUE,"Strongly Agree",TRUE
236,36,"35 - 45",TRUE,TRUE,"Strongly Agree",TRUE,"Agree",TRUE,"Agree",TRUE,"Undecided",FALSE,"Agree",TRUE,"Agree",TRUE,"Disagree",FALSE
237,45,"45 - 55",FALSE,TRUE,"Strongly Agree",TRUE,"Strongly Agree",TRUE,"Agree",TRUE,"Strongly Agree",TRUE,"Strongly Agree",TRUE,"Strongly Agree",TRUE,"Strongly Agree",TRUE
238,68,"65 - 75",TRUE,TRUE,"Agree",TRUE,"Agree",TRUE,"Agree",TRUE,"Strongly Agree",TRUE,"Strongly Agree",TRUE,"Agree",TRUE,"Agree",TRUE
239,63,"55 - 65",FALSE,TRUE,"Agree",TRUE,"Undecided",FALSE,"Agree",TRUE,"Strongly Agree",TRUE,"Agree",TRUE,"Agree",TRUE,"Agree",TRUE
240,30,"25 - 35",FALSE,TRUE,"Agree",TRUE,"Undecided",FALSE,"Agree",TRUE,"Agree",TRUE,"Agree",TRUE,"Agree",TRUE,"Agree",TRUE
241,75,"above 75",TRUE,TRUE,"Agree",TRUE,"Strongly Agree",TRUE,"Strongly Agree",TRUE,"Agree",TRUE,"Strongly Agree",TRUE,"Agree",TRUE,"Strongly Agree",TRUE
242,29,"25 - 35",FALSE,TRUE,"Undecided",FALSE,"Undecided",FALSE,"Strongly Agree",TRUE,"Agree",TRUE,"Undecided",FALSE,"Agree",TRUE,"Undecided",FALSE
243,57,"55 - 65",FALSE,TRUE,"Agree",TRUE,"Undecided",FALSE,"Strongly Agree",TRUE,"Disagree",FALSE,"Agree",TRUE,"Undecided",FALSE,"Agree",TRUE
244,61,"55 - 65",TRUE,TRUE,"Strongly Agree",TRUE,"Agree",TRUE,"Strongly Agree",TRUE,"Strongly Agree",TRUE,"Strongly Agree",TRUE,"Agree",TRUE,"Agree",TRUE
245,58,"55 - 65",TRUE,TRUE,"Agree",TRUE,"Agree",TRUE,"Strongly Agree",TRUE,"Undecided",FALSE,"Strongly Agree",TRUE,"Agree",TRUE,"Agree",TRUE
246,23,"18 - 25",TRUE,TRUE,"Undecided",FALSE,"Undecided",FALSE,"Agree",TRUE,"Agree",TRUE,"Agree",TRUE,"Disagree",FALSE,"Disagree",FALSE
247,41,"35 - 45",TRUE,TRUE,"Strongly Agree",TRUE,"Strongly Agree",TRUE,"Agree",TRUE,"Strongly Agree",TRUE,"Strongly Agree",TRUE,"Strongly Agree",TRUE,"Strongly Agree",TRUE
248,68,"65 - 75",FALSE,FALSE,"Agree",TRUE,"Undecided",FALSE,"Agree",TRUE,"Agree",TRUE,"Strongly Agree",TRUE,"Agree",TRUE,"Agree",TRUE
249,23,"18 - 25",FALSE,TRUE,"Strongly Agree",TRUE,"Agree",TRUE,"Strongly Agree",TRUE,"Agree",TRUE,"Agree",TRUE,"Strongly Agree",TRUE,"Agree",TRUE
250,37,"35 - 45",FALSE,TRUE,"Agree",TRUE,"Agree",TRUE,"Agree",TRUE,"Strongly Agree",TRUE,"Agree",TRUE,"Strongly Agree",TRUE,"Strongly Agree",TRUE
251,69,"65 - 75",FALSE,TRUE,"Strongly Agree",TRUE,"Agree",TRUE,"Strongly Agree",TRUE,"Strongly Agree",TRUE,"Agree",TRUE,"Agree",TRUE,"Agree",TRUE
252,45,"45 - 55",FALSE,TRUE,"Agree",TRUE,"Strongly Agree",TRUE,"Strongly Agree",TRUE,"Strongly Agree",TRUE,"Agree",TRUE,"Agree",TRUE,"Undecided",FALSE
253,72,"65 - 75",FALSE,TRUE,"Strongly Agree",TRUE,"Agree",TRUE,"Strongly Agree",TRUE,"Strongly Agree",TRUE,"Strongly Agree",TRUE,"Strongly Agree",TRUE,"Strongly Agree",TRUE
254,18,"18 - 25",FALSE,TRUE,"Strongly Agree",TRUE,"Agree",TRUE,"Strongly Agree",TRUE,"Strongly Agree",TRUE,"Agree",TRUE,"Agree",TRUE,"Undecided",FALSE
255,57,"55 - 65",FALSE,TRUE,"Strongly Agree",TRUE,"Strongly Agree",TRUE,"Agree",TRUE,"Strongly Agree",TRUE,"Strongly Agree",TRUE,"Strongly Agree",TRUE,"Agree",TRUE
256,73,"65 - 75",TRUE,FALSE,"Agree",TRUE,"Disagree",FALSE,"Agree",TRUE,"Agree",TRUE,"Undecided",FALSE,"Agree",TRUE,"Agree",TRUE
257,51,"45 - 55",FALSE,TRUE,"Agree",TRUE,"Agree",TRUE,"Strongly Agree",TRUE,"Agree",TRUE,"Agree",TRUE,"Disagree",FALSE,"Agree",TRUE
258,21,"18 - 25",FALSE,TRUE,"Undecided",FALSE,"Undecided",FALSE,"Agree",TRUE,"Undecided",FALSE,"Agree",TRUE,"Agree",TRUE,"Agree",TRUE
259,24,"18 - 25",FALSE,TRUE,"Agree",TRUE,"Undecided",FALSE,"Strongly Agree",TRUE,"Agree",TRUE,"Strongly Agree",TRUE,"Agree",TRUE,"Agree",TRUE
260,84,"above 75",TRUE,TRUE,"Strongly Agree",TRUE,"Agree",TRUE,"Agree",TRUE,"Agree",TRUE,"Agree",TRUE,"Strongly Agree",TRUE,"Strongly Agree",TRUE
261,21,"18 - 25",FALSE,TRUE,"Agree",TRUE,"Agree",TRUE,"Strongly Agree",TRUE,"Agree",TRUE,"Agree",TRUE,"Strongly Agree",TRUE,"Agree",TRUE
262,51,"45 - 55",FALSE,TRUE,"Strongly Agree",TRUE,"Agree",TRUE,"Agree",TRUE,"Agree",TRUE,"Strongly Agree",TRUE,"Strongly Agree",TRUE,"Strongly Agree",TRUE
263,47,"45 - 55",TRUE,TRUE,"Agree",TRUE,"Agree",TRUE,"Strongly Agree",TRUE,"Agree",TRUE,"Agree",TRUE,"Agree",TRUE,"Undecided",FALSE
264,63,"55 - 65",FALSE,FALSE,"Strongly Agree",TRUE,"Undecided",FALSE,"Agree",TRUE,"Strongly Agree",TRUE,"Agree",TRUE,"Undecided",FALSE,"Agree",TRUE
265,24,"18 - 25",FALSE,TRUE,"Strongly Agree",TRUE,"Undecided",FALSE,"Strongly Agree",TRUE,"Agree",TRUE,"Strongly Agree",TRUE,"Agree",TRUE,"Strongly Agree",TRUE
266,56,"55 - 65",FALSE,TRUE,"Undecided",FALSE,"Strongly Disagree",FALSE,"Undecided",FALSE,"Disagree",FALSE,"Disagree",FALSE,"Strongly Disagree",FALSE,"Strongly Disagree",FALSE
267,87,"above 75",TRUE,TRUE,"Strongly Agree",TRUE,"Strongly Agree",TRUE,"Agree",TRUE,"Strongly Agree",TRUE,"Strongly Agree",TRUE,"Strongly Agree",TRUE,"Strongly Agree",TRUE
268,37,"35 - 45",TRUE,TRUE,"Strongly Agree",TRUE,"Agree",TRUE,"Strongly Agree",TRUE,"Agree",TRUE,"Agree",TRUE,"Agree",TRUE,"Undecided",FALSE
269,64,"55 - 65",TRUE,TRUE,"Strongly Agree",TRUE,"Strongly Agree",TRUE,"Strongly Agree",TRUE,"Strongly Agree",TRUE,"Strongly Agree",TRUE,"Strongly Agree",TRUE,"Strongly Agree",TRUE
